Location_Name,Address_Line_1,City,State,Zipcode,Extended_Address,Latitude,Longitude,Score,Zone,Meeting_Name,Details,Day,Start,End,Type,SpecialInterest
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Tuesdays,10:00 PM,11:15 PM,S,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Mondays,10:00 PM,11:15 PM,C,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Fridays,10:00 PM,11:15 PM,B,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite","undefined",Thursdays,10:00 PM,11:15 PM,C,undefined
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Women Into Action","undefined",Saturdays,4:45 PM,5:45 PM,C,undefined
"Golden Bridge Yoga Center",253 Center Street,New York,NY,10013,"253 Center Street,3rd Floor,Broome Street,10013",40.7206323,-73.9979756,100,02,"Center Meeting","undefined",Mondays,5:15 PM,6:15 PM,OD,undefined
"University Settlement (The Chinatown YMCA)",273 Bowery,New York,NY,10002,"273 Bowery,Houston Street,NY 10002",40.7236736,-73.9924832,100,02,"East Village Sober Agnostics","undefined",Fridays,6:45 PM,8:00 PM,OD,undefined
"University Settlement (The Chinatown YMCA)",273 Bowery,New York,NY,10002,"273 Bowery,Houston Street,NY 10002",40.7236736,-73.9924832,100,02,"The Captain's Table","undefined",Thursdays,7:00 PM,8:00 PM,BB,undefined
"St. Luke's Episcopal School",487 Hudson Street,New York,NY,10014,"487 Hudson Street,Basement,South of Christopher Street,behind church,NY 10014",40.7325966203121,-74.0066606628545,100,02,"Greenwich Village","undefined",Mondays,7:15 PM,8:15 PM,B,undefined
"St. Luke's Episcopal School",487 Hudson Street,New York,NY,10014,"487 Hudson Street,Basement,South of Christopher Street,behind church,NY 10014",40.7325966203121,-74.0066606628545,100,02,"Greenwich Village","undefined",Tuesdays,7:15 PM,8:15 PM,BB,undefined
"St. Luke's Episcopal School",487 Hudson Street,New York,NY,10014,"487 Hudson Street,Basement,South of Christopher Street,behind church,NY 10014",40.7325966203121,-74.0066606628545,100,02,"Greenwich Village","undefined",Wednesdays,7:15 PM,8:15 PM,OD,undefined
"St. Luke's Episcopal School",487 Hudson Street,New York,NY,10014,"487 Hudson Street,Basement,South of Christopher Street,behind church,NY 10014",40.7325966203121,-74.0066606628545,100,02,"Greenwich Village","undefined",Fridays,8:00 PM,9:00 PM,S,undefined
"St. Luke's Episcopal School",487 Hudson Street,New York,NY,10014,"487 Hudson Street,Basement,South of Christopher Street,behind church,NY 10014",40.7325966203121,-74.0066606628545,100,02,"Greenwich Village","undefined",Mondays,8:30 PM,9:30 PM,S,undefined
"St. Augustine's Church",292 Henry Street,New York,NY,10002,"292 Henry Street,Basement,A la isquierda de la iglesia,NY 10002",40.7137143,-73.983033,100,02,"Grupo Central","undefined",Sundays,3:00 PM,4:00 PM,O,undefined
"St. Augustine's Church",292 Henry Street,New York,NY,10002,"292 Henry Street,Basement,A la isquierda de la iglesia,NY 10002",40.7137143,-73.983033,100,02,"Grupo Central","undefined",Tuesdays,7:30 PM,8:30 PM,C,undefined
"St. Augustine's Church",292 Henry Street,New York,NY,10002,"292 Henry Street,Basement,A la isquierda de la iglesia,NY 10002",40.7137143,-73.983033,100,02,"Grupo Central","undefined",Fridays,8:00 PM,9:00 PM,O,undefined
"Manhattan Church of The Seventh-day Adventist",232 West 11th Street,New York,NY,10014,"232 West 11th Street,Between Waverly Place and West 4th Street 10014",40.736193,-74.0028632,100,02,"Happy, Joyous And Free","undefined",s,12:00 AM,12:00 AM,undefined,undefined
"Manhattan Church of The Seventh-day Adventist",232 West 11th Street,New York,NY,10014,"232 West 11th Street,Between Waverly Place and West 4th Street 10014",40.736193,-74.0028632,100,02,"Happy, Joyous And Free","undefined",Mondays,7:00 PM,8:00 PM,C,undefined
"Manhattan Church of The Seventh-day Adventist",232 West 11th Street,New York,NY,10014,"232 West 11th Street,Between Waverly Place and West 4th Street 10014",40.736193,-74.0028632,100,02,"Wednesday Focus","undefined",Wednesdays,6:15 PM,7:15 PM,C,undefined
"Church of Saint Theresa Rectory",141 Henry Street,New York,NY,10002,"141 Henry Street,1st Floor,Betw Henry & Rutgers Streets,10002",40.7134487,-73.9906625,100,02,"Lower East Side","undefined",Tuesdays,7:00 PM,8:00 PM,C,undefined
"St. John's Lutheran Church",83 Christopher Street,New York,NY,10014,"83 Christopher Street,Red Door,Left of Church,West of 7th Avenue,Enter Left,Red Door,Ring Buzzer,NY 10014",40.7335702,-74.0037456,100,02,"New Group","undefined",Sundays,12:30 PM,1:30 PM,O,undefined
"St. John's Lutheran Church",83 Christopher Street,New York,NY,10014,"83 Christopher Street,Red Door,Left of Church,West of 7th Avenue,Enter Left,Red Door,Ring Buzzer,NY 10014",40.7335702,-74.0037456,100,02,"New Group","undefined",Wednesdays,6:30 PM,7:30 PM,B,undefined
"St. John's Lutheran Church",83 Christopher Street,New York,NY,10014,"83 Christopher Street,Red Door,Left of Church,West of 7th Avenue,Enter Left,Red Door,Ring Buzzer,NY 10014",40.7335702,-74.0037456,100,02,"New Group","undefined",Fridays,7:30 PM,8:30 PM,B,undefined
"St. John's Lutheran Church",83 Christopher Street,New York,NY,10014,"83 Christopher Street,Red Door,Left of Church,West of 7th Avenue,Enter Left,Red Door,Ring Buzzer,NY 10014",40.7335702,-74.0037456,100,02,"Ten Plus","undefined",Tuesdays,8:00 PM,9:00 PM,C,undefined
"St. John's Lutheran Church",83 Christopher Street,New York,NY,10014,"83 Christopher Street,Red Door,Left of Church,West of 7th Avenue,Enter Left,Red Door,Ring Buzzer,NY 10014",40.7335702,-74.0037456,100,02,"West Village Women","undefined",Thursdays,6:30 PM,7:45 PM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Wednesdays,7:30 AM,8:30 AM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Tuesdays,7:30 AM,8:30 AM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Mondays,7:30 AM,8:30 AM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Sundays,7:30 AM,8:30 AM,OD,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Saturdays,7:30 AM,8:30 AM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Fridays,7:30 AM,8:30 AM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Thursdays,7:30 AM,8:30 AM,S,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Thursdays,9:00 AM,10:00 AM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Wednesdays,9:00 AM,10:00 AM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Tuesdays,9:00 AM,10:00 AM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Mondays,9:00 AM,10:00 AM,OD,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Sundays,9:00 AM,10:00 AM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Fridays,9:00 AM,10:00 AM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Saturdays,9:30 AM,10:00 AM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Fridays,10:30 AM,11:30 AM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Sundays,11:00 AM,12:00 PM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Saturdays,12:00 PM,1:00 PM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Fridays,12:15 PM,1:15 PM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Thursdays,12:15 PM,1:15 PM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Wednesdays,12:15 PM,1:15 PM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Tuesdays,12:15 PM,1:15 PM,S,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Mondays,12:15 PM,1:15 PM,B,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Sundays,1:00 PM,2:00 PM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Saturdays,2:30 PM,3:30 PM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Fridays,2:30 PM,3:30 PM,OD,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Thursdays,2:30 PM,3:30 PM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Tuesdays,2:30 PM,3:30 PM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Mondays,2:30 PM,3:30 PM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Wednesdays,2:30 PM,3:30 PM,B,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Sundays,3:00 PM,4:30 PM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Mondays,4:00 PM,5:00 PM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Saturdays,4:00 PM,5:00 PM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Thursdays,4:00 PM,5:00 PM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Wednesdays,4:00 PM,5:00 PM,OD,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Tuesdays,4:00 PM,5:00 PM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Fridays,4:00 PM,6:00 PM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Thursdays,5:30 PM,6:30 PM,BB,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Mondays,6:00 PM,7:00 PM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Saturdays,6:00 PM,7:00 PM,OD,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Sundays,6:00 PM,7:00 PM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Fridays,6:00 PM,7:00 PM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Wednesdays,6:00 PM,7:00 PM,S,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Tuesdays,6:00 PM,7:00 PM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Thursdays,7:00 PM,8:00 PM,B,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Tuesdays,8:30 PM,9:30 PM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Mondays,8:30 PM,9:30 PM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Saturdays,8:30 PM,9:30 PM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Sundays,8:30 PM,9:30 PM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Thursdays,8:30 PM,9:30 PM,OD,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Fridays,8:30 PM,10:30 PM,S,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Wednesdays,8:30 PM,9:30 PM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Tuesdays,10:15 PM,11:15 PM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Mondays,10:15 PM,11:15 PM,C,undefined
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop","undefined",Thursdays,10:15 PM,11:15 PM,C,undefined
